OrderID,OrderDate,CustomerID,ProductID,RegionID,ChannelID,Quantity,UnitPrice,DiscountAmount,CostAmount
101199,2022-05-27,C0012,P009,R2,C2,1,27819.84,2406.56,8960.0
101200,2022-05-27,C0113,P012,R2,C1,3,1183.47,296.56,1512.0
101201,2022-05-27,C0009,P006,R3,C1,1,2381.78,118.32,1000.0
101202,2022-05-27,C0296,P009,R3,C1,1,28138.35,1926.74,8960.0
101203,2022-05-28,C0203,P002,R1,C1,2,21160.01,612.15,14080.0
101204,2022-05-28,C0396,P006,R1,C1,5,2671.09,631.78,5000.0
101205,2022-05-28,C0105,P009,R1,C2,1,29547.0,1142.7,8960.0
101206,2022-05-28,C0372,P011,R1,C1,4,505.79,116.25,1000.0
101207,2022-05-28,C0445,P012,R1,C2,1,1189.73,57.13,504.0
101208,2022-05-28,C0125,P002,R2,C1,1,21901.88,2153.15,7040.0
101209,2022-05-28,C0362,P012,R2,C2,2,1201.14,215.56,1008.0
101210,2022-05-28,C0224,P011,R2,C2,1,526.31,0.0,250.0
101211,2022-05-28,C0241,P012,R2,C2,3,1112.93,74.36,1512.0
101212,2022-05-28,C0462,P012,R2,C2,2,1162.96,200.19,1008.0
101213,2022-05-28,C0218,P004,R3,C1,1,3042.96,134.93,1200.0
101214,2022-05-29,C0202,P004,R1,C1,1,2895.67,139.83,1200.0
101215,2022-05-29,C0371,P006,R1,C1,1,2492.55,119.3,1000.0
101216,2022-05-29,C0464,P007,R1,C1,1,12287.51,667.83,4080.0
101217,2022-05-29,C0489,P008,R1,C2,1,35617.7,1019.78,10500.0
101218,2022-05-29,C0074,P012,R2,C1,2,1229.75,88.15,1008.0
101219,2022-05-29,C0025,P001,R3,C1,1,15456.83,604.73,5250.0
101220,2022-05-29,C0252,P006,R3,C1,1,2692.44,100.08,1000.0
101221,2022-05-29,C0421,P006,R3,C2,4,2423.01,412.45,4000.0
101222,2022-05-29,C0059,P009,R3,C1,1,30734.28,619.43,8960.0
101223,2022-05-30,C0011,P012,R2,C1,1,1262.85,101.37,504.0
101224,2022-05-30,C0211,P005,R3,C1,1,6134.74,474.91,2280.0
101225,2022-05-30,C0421,P008,R3,C1,1,32928.8,1266.48,10500.0
101226,2022-05-31,C0064,P006,R1,C1,1,2439.28,75.61,1000.0
101227,2022-05-31,C0157,P006,R1,C1,1,2400.32,197.39,1000.0
101228,2022-05-31,C0197,P008,R1,C1,3,33607.09,2623.21,31500.0
101229,2022-05-31,C0070,P008,R1,C2,1,35057.35,1775.19,10500.0
101230,2022-05-31,C0022,P011,R1,C1,3,505.83,39.01,750.0
101231,2022-05-31,C0014,P004,R3,C1,4,3091.64,634.24,4800.0
101232,2022-05-31,C0032,P005,R3,C1,2,6332.37,795.55,4560.0
101233,2022-05-31,C0270,P005,R3,C1,1,6004.89,314.32,2280.0
101234,2022-05-31,C0052,P007,R3,C1,5,12666.55,315.14,20400.0
101235,2022-05-31,C0326,P012,R3,C2,1,1199.28,52.58,504.0
101236,2022-05-31,C0206,P011,R3,C1,1,513.29,0.0,250.0
101237,2022-05-31,C0119,P011,R3,C2,1,493.95,1.16,250.0
101238,2022-06-01,C0022,P001,R1,C1,2,14848.14,741.03,10500.0
101239,2022-06-01,C0276,P005,R1,C2,1,6180.07,373.32,2280.0
101240,2022-06-01,C0144,P005,R1,C1,1,6026.43,194.0,2280.0
101241,2022-06-01,C0094,P005,R1,C1,3,6214.57,712.18,6840.0
101242,2022-06-01,C0443,P008,R2,C1,1,34318.54,3111.81,10500.0
101243,2022-06-02,C0476,P003,R1,C1,5,55296.34,11751.35,82500.0
101244,2022-06-02,C0384,P004,R1,C2,1,2935.82,135.2,1200.0
101245,2022-06-02,C0164,P002,R1,C2,1,22249.1,2064.8,7040.0
101246,2022-06-02,C0121,P009,R1,C1,1,26509.75,1629.06,8960.0
101247,2022-06-02,C0164,P011,R1,C1,1,500.24,22.81,250.0
101248,2022-06-02,C0021,P008,R2,C2,2,33720.05,6637.82,21000.0
101249,2022-06-02,C0055,P004,R3,C1,1,3024.17,290.67,1200.0
101250,2022-06-02,C0449,P001,R3,C2,1,14600.68,1002.15,5250.0
101251,2022-06-02,C0023,P005,R3,C2,1,5925.42,403.67,2280.0
101252,2022-06-02,C0406,P007,R3,C2,1,10997.29,1239.46,4080.0
101253,2022-06-03,C0313,P002,R1,C1,3,22642.22,2509.38,21120.0
101254,2022-06-03,C0094,P005,R1,C2,1,6516.08,256.45,2280.0
101255,2022-06-03,C0329,P003,R2,C2,2,55181.2,11031.19,33000.0
101256,2022-06-03,C0225,P003,R2,C1,1,60082.11,4789.83,16500.0
101257,2022-06-03,C0042,P006,R2,C2,5,2449.42,0.0,5000.0
101258,2022-06-03,C0030,P001,R3,C1,1,15060.96,553.9,5250.0
101259,2022-06-04,C0383,P003,R1,C2,1,58483.16,4018.34,16500.0
101260,2022-06-04,C0333,P009,R1,C2,2,25864.07,1660.0,17920.0
101261,2022-06-04,C0003,P007,R1,C2,1,12462.75,449.37,4080.0
101262,2022-06-04,C0440,P003,R2,C2,1,58261.13,2449.53,16500.0
101263,2022-06-04,C0342,P004,R2,C2,1,3083.37,133.21,1200.0
101264,2022-06-04,C0187,P002,R2,C1,2,20380.41,2935.53,14080.0
101265,2022-06-04,C0034,P004,R2,C1,3,2876.01,493.32,3600.0
101266,2022-06-04,C0174,P006,R2,C1,1,2590.51,195.79,1000.0
101267,2022-06-04,C0387,P008,R2,C2,2,34678.3,1976.23,21000.0
101268,2022-06-04,C0185,P005,R3,C1,1,6122.31,412.83,2280.0
101269,2022-06-05,C0118,P006,R1,C1,2,2512.89,183.22,2000.0
101270,2022-06-05,C0174,P006,R2,C2,1,2607.14,249.61,1000.0
101271,2022-06-05,C0216,P004,R3,C1,1,2932.44,182.41,1200.0
101272,2022-06-05,C0421,P008,R3,C2,2,36284.89,5651.77,21000.0
101273,2022-06-06,C0138,P003,R1,C1,1,56482.6,6079.97,16500.0
101274,2022-06-06,C0406,P008,R3,C1,1,35878.33,1762.9,10500.0
101275,2022-06-06,C0297,P012,R3,C2,1,1190.3,51.66,504.0
101276,2022-06-06,C0448,P011,R3,C1,2,472.9,80.88,500.0
101277,2022-06-07,C0334,P002,R1,C1,2,21348.94,3767.16,14080.0
101278,2022-06-07,C0156,P003,R1,C1,2,55514.54,6845.25,33000.0
101279,2022-06-07,C0170,P010,R1,C2,1,1470.18,12.44,675.0
101280,2022-06-07,C0325,P006,R2,C1,3,2606.88,455.32,3000.0
101281,2022-06-07,C0200,P005,R2,C1,3,5750.61,968.12,6840.0
101282,2022-06-07,C0358,P012,R2,C2,5,1151.52,0.0,2520.0
101283,2022-06-07,C0011,P012,R2,C2,2,1119.3,39.73,1008.0
101284,2022-06-07,C0272,P004,R3,C2,1,3068.21,147.32,1200.0
101285,2022-06-08,C0188,P004,R1,C2,2,2887.41,236.85,2400.0
101286,2022-06-08,C0145,P001,R1,C1,2,14041.92,2378.63,10500.0
101287,2022-06-08,C0383,P007,R1,C1,1,12155.45,57.36,4080.0
101288,2022-06-08,C0006,P010,R1,C1,2,1614.22,142.01,1350.0
101289,2022-06-08,C0048,P005,R2,C1,3,6232.07,656.78,6840.0
101290,2022-06-08,C0132,P009,R3,C1,2,27490.98,3113.3,17920.0
101291,2022-06-08,C0033,P007,R3,C1,1,11818.74,1153.77,4080.0
101292,2022-06-08,C0392,P011,R3,C2,1,492.45,10.58,250.0
101293,2022-06-09,C0461,P001,R1,C1,1,13946.88,1109.57,5250.0
101294,2022-06-09,C0353,P006,R1,C1,1,2293.38,146.97,1000.0
101295,2022-06-09,C0163,P008,R2,C2,4,35849.72,215.76,42000.0
101296,2022-06-09,C0034,P009,R2,C1,1,25775.57,1597.46,8960.0
101297,2022-06-09,C0382,P012,R2,C2,1,1221.4,22.15,504.0
101298,2022-06-09,C0236,P007,R3,C2,3,11516.09,1251.46,12240.0
101299,2022-06-10,C0319,P002,R1,C2,2,21205.65,3371.34,14080.0
101300,2022-06-10,C0450,P004,R2,C1,1,2833.97,255.16,1200.0
101301,2022-06-10,C0146,P005,R3,C1,2,5808.24,526.36,4560.0
101302,2022-06-10,C0238,P006,R3,C2,2,2422.89,82.21,2000.0
101303,2022-06-11,C0439,P002,R1,C1,1,23357.85,1873.6,7040.0
101304,2022-06-11,C0058,P004,R1,C1,1,2974.02,81.65,1200.0
101305,2022-06-11,C0257,P006,R2,C2,2,2441.98,0.0,2000.0
101306,2022-06-11,C0378,P005,R2,C1,1,5640.24,357.77,2280.0
101307,2022-06-11,C0460,P012,R2,C2,1,1142.58,86.77,504.0
101308,2022-06-11,C0407,P012,R3,C1,2,1176.62,115.94,1008.0
101309,2022-06-12,C0356,P002,R1,C1,5,23219.06,12218.62,35200.0
101310,2022-06-12,C0190,P005,R1,C1,1,6327.36,442.21,2280.0
101311,2022-06-12,C0262,P007,R1,C2,1,11964.63,615.11,4080.0
101312,2022-06-12,C0353,P008,R1,C1,1,31076.11,2329.94,10500.0
101313,2022-06-12,C0005,P004,R2,C1,2,2826.84,405.46,2400.0
101314,2022-06-12,C0487,P002,R2,C1,1,23921.47,0.0,7040.0
101315,2022-06-12,C0184,P004,R2,C1,1,2956.34,63.52,1200.0
101316,2022-06-12,C0061,P008,R2,C1,1,36556.89,2955.28,10500.0
101317,2022-06-12,C0060,P010,R2,C2,2,1452.56,58.82,1350.0
101318,2022-06-12,C0438,P007,R3,C2,1,11700.3,488.96,4080.0
101319,2022-06-13,C0356,P006,R1,C2,1,2407.41,84.8,1000.0
101320,2022-06-13,C0494,P001,R2,C1,1,15139.38,842.58,5250.0
101321,2022-06-13,C0153,P005,R2,C1,1,6358.26,566.1,2280.0
101322,2022-06-13,C0326,P004,R3,C1,1,2977.78,112.51,1200.0
101323,2022-06-13,C0030,P001,R3,C2,2,15618.5,703.43,10500.0
101324,2022-06-13,C0490,P005,R3,C2,1,5677.89,361.96,2280.0
101325,2022-06-13,C0361,P007,R3,C2,1,11800.4,409.79,4080.0
101326,2022-06-14,C0242,P009,R1,C2,1,27769.78,2793.41,8960.0
101327,2022-06-14,C0137,P001,R2,C1,1,15029.07,442.13,5250.0
101328,2022-06-14,C0210,P008,R2,C2,1,34489.5,1313.87,10500.0
101329,2022-06-14,C0033,P011,R3,C1,1,501.53,18.25,250.0
101330,2022-06-14,C0116,P012,R3,C1,3,1212.94,143.46,1512.0
101331,2022-06-14,C0290,P011,R3,C1,1,524.7,33.46,250.0
101332,2022-06-15,C0237,P006,R1,C1,1,2731.08,29.42,1000.0
101333,2022-06-15,C0043,P008,R1,C1,1,36347.59,3459.72,10500.0
101334,2022-06-15,C0392,P004,R3,C1,1,3210.85,179.88,1200.0
101335,2022-06-15,C0218,P004,R3,C1,1,2871.27,96.51,1200.0
101336,2022-06-15,C0218,P005,R3,C1,3,5791.06,1840.27,6840.0
101337,2022-06-15,C0385,P006,R3,C1,1,2433.44,169.71,1000.0
101338,2022-06-16,C0263,P001,R1,C1,1,15093.58,677.57,5250.0
101339,2022-06-16,C0284,P005,R1,C1,1,6097.3,115.3,2280.0
101340,2022-06-16,C0436,P007,R1,C2,2,12121.99,714.43,8160.0
101341,2022-06-16,C0053,P002,R2,C2,1,20440.46,2406.43,7040.0
101342,2022-06-16,C0211,P004,R3,C2,1,2690.97,162.15,1200.0
101343,2022-06-16,C0418,P004,R3,C1,2,2901.27,94.83,2400.0
101344,2022-06-16,C0393,P005,R3,C1,3,6070.85,1859.38,6840.0
101345,2022-06-16,C0076,P008,R3,C1,1,34863.64,2317.99,10500.0
101346,2022-06-16,C0033,P010,R3,C2,1,1523.22,93.76,675.0
101347,2022-06-17,C0302,P004,R1,C1,2,3021.0,137.47,2400.0
101348,2022-06-17,C0284,P007,R1,C2,1,11799.24,790.18,4080.0
101349,2022-06-17,C0160,P003,R2,C2,2,56345.11,5821.03,33000.0
101350,2022-06-17,C0404,P003,R2,C1,3,59169.32,847.32,49500.0
101351,2022-06-17,C0239,P012,R2,C2,1,1192.95,58.79,504.0
101352,2022-06-17,C0267,P010,R3,C1,1,1460.04,37.12,675.0
101353,2022-06-17,C0398,P011,R3,C2,2,493.69,43.73,500.0
101354,2022-06-18,C0327,P004,R1,C1,1,2916.89,0.0,1200.0
101355,2022-06-18,C0324,P001,R1,C1,2,13206.64,2664.75,10500.0
101356,2022-06-18,C0100,P005,R1,C1,2,6443.15,1397.58,4560.0
101357,2022-06-18,C0341,P008,R1,C1,2,34120.23,3717.09,21000.0
101358,2022-06-18,C0262,P009,R1,C2,1,28960.25,1220.18,8960.0
101359,2022-06-18,C0420,P009,R1,C1,1,28325.22,2688.16,8960.0
101360,2022-06-18,C0093,P012,R1,C1,1,1199.39,70.11,504.0
101361,2022-06-18,C0200,P001,R2,C1,1,14724.73,563.78,5250.0
101362,2022-06-18,C0010,P005,R2,C2,1,6300.55,390.73,2280.0
101363,2022-06-18,C0472,P001,R3,C1,1,14559.98,399.89,5250.0
101364,2022-06-18,C0307,P003,R3,C1,1,55283.57,2314.23,16500.0
101365,2022-06-18,C0369,P010,R3,C1,5,1528.35,297.84,3375.0
101366,2022-06-19,C0143,P006,R1,C1,1,2456.28,50.84,1000.0
101367,2022-06-19,C0284,P008,R1,C1,1,35833.72,937.51,10500.0
101368,2022-06-19,C0057,P010,R1,C2,1,1430.48,143.6,675.0
101369,2022-06-19,C0092,P001,R2,C2,2,14971.58,1563.8,10500.0
101370,2022-06-19,C0414,P010,R2,C2,5,1405.55,266.16,3375.0
101371,2022-06-19,C0176,P011,R3,C2,1,513.29,35.64,250.0
101372,2022-06-19,C0216,P012,R3,C1,3,1160.06,147.8,1512.0
101373,2022-06-20,C0466,P001,R1,C2,2,15334.72,779.4,10500.0
101374,2022-06-20,C0295,P006,R1,C2,1,2588.39,115.75,1000.0
101375,2022-06-20,C0167,P007,R1,C2,1,11522.11,66.92,4080.0
101376,2022-06-20,C0264,P005,R2,C1,2,5626.95,320.17,4560.0
101377,2022-06-20,C0382,P005,R2,C1,1,5684.73,465.69,2280.0
101378,2022-06-20,C0317,P007,R2,C1,4,12851.9,5701.8,16320.0
101379,2022-06-20,C0163,P012,R2,C2,2,1098.5,65.4,1008.0
101380,2022-06-20,C0133,P010,R2,C2,1,1461.05,64.43,675.0
101381,2022-06-20,C0308,P009,R3,C2,1,29617.0,1652.92,8960.0
101382,2022-06-20,C0008,P011,R3,C2,1,492.56,15.53,250.0
101383,2022-06-21,C0064,P001,R1,C2,2,15295.41,2475.93,10500.0
101384,2022-06-21,C0257,P005,R2,C2,1,6158.07,0.31,2280.0
101385,2022-06-21,C0128,P005,R2,C2,1,5682.53,336.67,2280.0
101386,2022-06-21,C0106,P008,R2,C2,2,36846.06,5771.66,21000.0
101387,2022-06-21,C0330,P012,R2,C2,1,1083.39,31.21,504.0
101388,2022-06-22,C0465,P012,R1,C1,1,1141.69,76.72,504.0
101389,2022-06-22,C0096,P004,R2,C2,1,3023.57,212.06,1200.0
101390,2022-06-22,C0359,P003,R2,C1,1,52547.62,0.0,16500.0
101391,2022-06-22,C0413,P005,R2,C2,1,6196.57,294.67,2280.0
101392,2022-06-22,C0005,P005,R2,C1,2,6203.2,713.63,4560.0
101393,2022-06-22,C0034,P011,R2,C2,1,509.56,42.41,250.0
101394,2022-06-22,C0270,P004,R3,C1,1,2798.47,125.38,1200.0
101395,2022-06-22,C0007,P006,R3,C2,1,2728.89,191.27,1000.0
101396,2022-06-22,C0432,P012,R3,C1,1,1261.19,80.66,504.0
101397,2022-06-23,C0242,P006,R1,C2,1,2471.31,160.54,1000.0
101398,2022-06-23,C0293,P005,R2,C1,1,5814.28,631.29,2280.0
101399,2022-06-23,C0280,P006,R2,C1,3,2548.51,196.18,3000.0
101400,2022-06-23,C0011,P006,R2,C1,2,2484.61,15.85,2000.0
101401,2022-06-23,C0365,P012,R2,C2,1,1193.84,108.53,504.0
101402,2022-06-23,C0449,P003,R3,C2,1,56270.71,2014.64,16500.0
101403,2022-06-23,C0119,P005,R3,C1,2,5322.78,501.67,4560.0
101404,2022-06-23,C0267,P009,R3,C1,1,28544.11,1197.18,8960.0
101405,2022-06-23,C0490,P008,R3,C2,1,34147.46,0.0,10500.0
101406,2022-06-24,C0222,P005,R1,C1,1,5975.64,448.53,2280.0
101407,2022-06-24,C0284,P006,R1,C2,3,2562.44,588.34,3000.0
101408,2022-06-24,C0318,P009,R1,C2,2,28020.77,2783.74,17920.0
101409,2022-06-24,C0327,P008,R1,C2,1,36985.62,1103.74,10500.0
101410,2022-06-24,C0098,P010,R1,C1,1,1586.0,100.91,675.0
101411,2022-06-24,C0081,P005,R2,C1,3,6359.47,790.49,6840.0
101412,2022-06-24,C0132,P003,R3,C1,2,51853.02,3316.94,33000.0
101413,2022-06-25,C0380,P002,R1,C1,1,22271.85,977.7,7040.0
101414,2022-06-25,C0167,P006,R1,C1,1,2515.69,112.08,1000.0
101415,2022-06-25,C0114,P007,R1,C2,1,13175.03,391.28,4080.0
101416,2022-06-25,C0410,P010,R1,C2,3,1423.15,317.91,2025.0
101417,2022-06-25,C0240,P010,R1,C2,2,1539.66,172.91,1350.0
101418,2022-06-25,C0110,P002,R2,C1,1,20825.35,1056.96,7040.0
101419,2022-06-25,C0243,P006,R2,C2,5,2652.25,1074.7,5000.0
101420,2022-06-25,C0352,P005,R2,C1,1,5501.24,28.0,2280.0
101421,2022-06-25,C0128,P006,R2,C1,1,2651.43,92.37,1000.0
101422,2022-06-25,C0350,P007,R2,C2,1,12465.15,744.52,4080.0
101423,2022-06-25,C0366,P010,R2,C1,1,1601.67,88.09,675.0
101424,2022-06-25,C0115,P005,R3,C1,2,5778.77,586.53,4560.0
101425,2022-06-25,C0308,P011,R3,C1,4,538.46,60.31,1000.0
101426,2022-06-26,C0345,P001,R1,C1,1,15019.64,783.1,5250.0
101427,2022-06-26,C0196,P003,R2,C1,1,52888.72,1435.96,16500.0
101428,2022-06-26,C0342,P009,R2,C1,2,28230.04,1941.05,17920.0
101429,2022-06-26,C0366,P009,R2,C1,1,27503.2,529.21,8960.0
101430,2022-06-26,C0486,P010,R2,C2,1,1596.79,86.18,675.0
101431,2022-06-26,C0221,P004,R3,C2,1,3149.89,179.91,1200.0
101432,2022-06-26,C0370,P005,R3,C2,1,6445.65,0.0,2280.0
101433,2022-06-26,C0260,P012,R3,C2,2,1018.89,198.41,1008.0
101434,2022-06-26,C0211,P011,R3,C1,1,465.94,6.33,250.0
101435,2022-06-27,C0087,P003,R1,C1,1,60883.42,6251.15,16500.0
101436,2022-06-27,C0073,P006,R1,C1,3,2511.79,43.77,3000.0
101437,2022-06-27,C0239,P006,R2,C1,2,2538.76,110.44,2000.0
101438,2022-06-27,C0414,P006,R2,C1,3,2466.47,396.23,3000.0
101439,2022-06-27,C0124,P005,R2,C1,1,5636.16,0.0,2280.0
101440,2022-06-27,C0332,P009,R2,C2,1,26636.64,739.3,8960.0
101441,2022-06-27,C0181,P001,R3,C1,1,14707.14,1322.61,5250.0
101442,2022-06-27,C0491,P004,R3,C1,1,2842.96,85.12,1200.0
101443,2022-06-27,C0216,P005,R3,C1,3,6012.43,206.9,6840.0
101444,2022-06-27,C0419,P006,R3,C2,1,2401.7,138.67,1000.0
101445,2022-06-27,C0259,P008,R3,C1,2,34332.83,3006.54,21000.0
101446,2022-06-27,C0419,P010,R3,C2,1,1559.71,0.0,675.0
101447,2022-06-28,C0105,P001,R1,C1,1,16004.36,790.03,5250.0
101448,2022-06-28,C0383,P002,R1,C1,1,22778.17,847.07,7040.0
101449,2022-06-28,C0016,P010,R1,C1,1,1436.9,18.79,675.0
101450,2022-06-28,C0109,P006,R2,C1,1,2625.45,71.52,1000.0
101451,2022-06-28,C0034,P010,R2,C2,4,1521.47,131.4,2700.0
101452,2022-06-28,C0044,P010,R2,C2,1,1607.01,74.24,675.0
101453,2022-06-28,C0092,P012,R2,C1,1,1213.1,50.86,504.0
101454,2022-06-28,C0078,P012,R3,C1,2,1167.42,67.92,1008.0
101455,2022-06-29,C0151,P001,R1,C1,1,15054.05,1361.0,5250.0
101456,2022-06-29,C0453,P005,R1,C1,1,5764.98,411.79,2280.0
101457,2022-06-29,C0022,P011,R1,C2,1,543.3,0.0,250.0
101458,2022-06-29,C0435,P011,R1,C1,2,543.11,5.01,500.0
101459,2022-06-29,C0024,P005,R3,C1,1,5897.9,294.95,2280.0
101460,2022-06-29,C0249,P005,R3,C1,1,6209.02,813.65,2280.0
101461,2022-06-29,C0490,P009,R3,C1,1,28489.46,1538.57,8960.0
101462,2022-06-30,C0028,P004,R1,C1,1,2760.19,105.93,1200.0
101463,2022-06-30,C0388,P005,R1,C1,2,5578.63,291.96,4560.0
101464,2022-06-30,C0279,P007,R2,C2,1,12028.38,564.66,4080.0
101465,2022-06-30,C0339,P011,R2,C2,1,472.12,2.0,250.0
101466,2022-06-30,C0055,P004,R3,C1,2,3070.45,291.37,2400.0
101467,2022-06-30,C0112,P005,R3,C1,1,6201.3,126.09,2280.0
101468,2022-06-30,C0267,P012,R3,C2,1,1172.0,32.69,504.0
101469,2022-07-01,C0465,P012,R1,C2,1,1169.05,67.33,504.0
101470,2022-07-01,C0363,P006,R2,C1,2,2513.46,0.0,2000.0
101471,2022-07-01,C0467,P012,R2,C2,5,1207.46,591.31,2520.0
101472,2022-07-01,C0471,P010,R2,C2,2,1454.75,195.54,1350.0
101473,2022-07-01,C0472,P004,R3,C2,1,2868.28,58.66,1200.0
101474,2022-07-01,C0344,P006,R3,C1,1,2342.48,143.71,1000.0
101475,2022-07-01,C0013,P010,R3,C1,1,1500.46,115.01,675.0
101476,2022-07-02,C0222,P005,R1,C2,1,6257.93,433.76,2280.0
101477,2022-07-02,C0104,P009,R1,C2,1,28432.21,1132.48,8960.0
101478,2022-07-02,C0164,P008,R1,C2,1,40982.57,140.92,10500.0
101479,2022-07-02,C0403,P009,R1,C1,1,29779.44,1196.77,8960.0
101480,2022-07-02,C0003,P012,R1,C2,1,1133.09,59.14,504.0
101481,2022-07-02,C0415,P009,R2,C2,1,30180.35,564.95,8960.0
101482,2022-07-02,C0378,P012,R2,C2,1,1211.25,53.5,504.0
101483,2022-07-02,C0018,P005,R3,C1,3,5933.28,193.48,6840.0
101484,2022-07-03,C0484,P006,R1,C1,1,2690.59,24.05,1000.0
101485,2022-07-03,C0089,P005,R1,C1,2,6253.01,272.72,4560.0
101486,2022-07-03,C0222,P009,R1,C2,3,26923.08,3124.35,26880.0
101487,2022-07-03,C0338,P011,R1,C2,3,477.38,115.21,750.0
101488,2022-07-03,C0011,P005,R2,C2,1,5631.86,349.62,2280.0
101489,2022-07-03,C0181,P010,R3,C2,1,1478.82,0.21,675.0
101490,2022-07-04,C0478,P009,R1,C2,1,26453.47,415.46,8960.0
101491,2022-07-04,C0382,P001,R2,C1,1,16701.74,929.51,5250.0
101492,2022-07-04,C0160,P006,R2,C1,4,2447.22,410.4,4000.0
101493,2022-07-04,C0220,P008,R2,C2,2,35470.23,2451.14,21000.0
101494,2022-07-04,C0286,P010,R3,C2,1,1472.42,107.46,675.0
101495,2022-07-05,C0435,P001,R1,C1,3,13565.36,4204.67,15750.0
101496,2022-07-05,C0121,P008,R1,C2,1,36369.91,2826.68,10500.0
101497,2022-07-05,C0062,P010,R1,C2,3,1453.39,494.34,2025.0
101498,2022-07-05,C0159,P001,R2,C2,1,14307.7,599.71,5250.0
101499,2022-07-05,C0005,P002,R2,C2,1,21962.48,1284.99,7040.0
101500,2022-07-05,C0332,P012,R2,C1,1,1143.33,79.66,504.0
101501,2022-07-05,C0176,P004,R3,C2,3,2967.63,749.05,3600.0
101502,2022-07-05,C0132,P001,R3,C2,1,15972.97,760.61,5250.0
101503,2022-07-05,C0497,P001,R3,C2,1,15070.32,1170.34,5250.0
101504,2022-07-05,C0216,P002,R3,C2,1,21264.97,0.0,7040.0
101505,2022-07-05,C0032,P011,R3,C2,1,523.37,28.74,250.0
101506,2022-07-05,C0172,P011,R3,C2,2,488.64,54.73,500.0
101507,2022-07-06,C0227,P004,R1,C1,1,3106.24,227.6,1200.0
101508,2022-07-06,C0169,P002,R1,C2,1,22468.77,462.6,7040.0
101509,2022-07-06,C0465,P010,R1,C2,2,1573.3,208.97,1350.0
101510,2022-07-06,C0039,P001,R2,C1,2,15890.29,1142.61,10500.0
101511,2022-07-06,C0213,P006,R2,C1,3,2442.92,563.96,3000.0
101512,2022-07-06,C0257,P008,R2,C1,1,35150.37,2290.49,10500.0
101513,2022-07-06,C0239,P010,R2,C2,3,1563.76,478.13,2025.0
101514,2022-07-06,C0256,P001,R3,C1,1,14460.72,609.17,5250.0
101515,2022-07-06,C0354,P007,R3,C2,1,12318.96,1503.19,4080.0
101516,2022-07-06,C0115,P011,R3,C2,2,486.89,78.45,500.0
101517,2022-07-07,C0100,P006,R1,C1,1,2322.7,133.4,1000.0
101518,2022-07-07,C0015,P010,R1,C2,1,1517.22,42.89,675.0
101519,2022-07-07,C0202,P011,R1,C2,1,466.05,37.4,250.0
101520,2022-07-07,C0144,P012,R1,C2,2,1273.6,161.86,1008.0
101521,2022-07-07,C0083,P006,R2,C1,1,2395.92,126.22,1000.0
101522,2022-07-07,C0387,P008,R2,C2,1,34576.64,887.19,10500.0
101523,2022-07-07,C0042,P012,R2,C2,5,1186.4,412.12,2520.0
101524,2022-07-07,C0092,P010,R2,C2,1,1476.66,95.03,675.0
101525,2022-07-07,C0228,P004,R3,C2,3,2964.06,385.05,3600.0
101526,2022-07-07,C0208,P007,R3,C1,1,12196.21,417.78,4080.0
101527,2022-07-07,C0337,P010,R3,C1,1,1513.3,114.08,675.0
101528,2022-07-07,C0055,P012,R3,C1,2,1259.93,346.45,1008.0
101529,2022-07-07,C0008,P012,R3,C2,4,1149.94,134.63,2016.0
101530,2022-07-08,C0420,P006,R1,C1,1,2420.13,42.57,1000.0
101531,2022-07-08,C0064,P008,R1,C2,1,35262.39,2276.13,10500.0
101532,2022-07-08,C0261,P007,R1,C1,4,11690.74,2375.47,16320.0
101533,2022-07-08,C0054,P002,R2,C2,4,21744.94,3456.53,28160.0
101534,2022-07-08,C0055,P005,R3,C2,4,5993.99,141.73,9120.0
101535,2022-07-09,C0194,P006,R1,C1,1,2579.11,225.74,1000.0
101536,2022-07-09,C0310,P009,R1,C1,1,26284.51,1614.06,8960.0
101537,2022-07-09,C0068,P010,R2,C2,4,1376.67,610.13,2700.0
101538,2022-07-09,C0370,P003,R3,C1,1,54480.36,4798.39,16500.0
101539,2022-07-09,C0491,P009,R3,C2,1,27692.75,1188.72,8960.0
101540,2022-07-09,C0421,P008,R3,C2,1,34916.51,1135.55,10500.0
101541,2022-07-09,C0361,P008,R3,C1,5,33575.83,9302.86,52500.0
101542,2022-07-09,C0424,P010,R3,C1,1,1404.83,55.8,675.0
101543,2022-07-09,C0448,P011,R3,C1,1,522.55,14.08,250.0
101544,2022-07-09,C0267,P010,R3,C2,5,1480.58,372.73,3375.0
101545,2022-07-10,C0126,P002,R1,C1,5,21665.48,7520.82,35200.0
101546,2022-07-10,C0173,P005,R1,C1,1,6038.75,232.49,2280.0
101547,2022-07-10,C0257,P004,R2,C1,3,3121.73,237.52,3600.0
101548,2022-07-10,C0031,P003,R3,C2,1,54114.61,1397.01,16500.0
101549,2022-07-10,C0185,P002,R3,C1,1,19332.34,2441.5,7040.0
101550,2022-07-10,C0185,P004,R3,C1,5,2616.26,548.93,6000.0
101551,2022-07-10,C0454,P011,R3,C2,1,501.93,15.58,250.0
101552,2022-07-10,C0221,P011,R3,C1,1,471.14,39.04,250.0
101553,2022-07-11,C0357,P001,R1,C2,1,15391.72,526.82,5250.0
101554,2022-07-11,C0458,P002,R1,C1,1,20626.44,726.18,7040.0
101555,2022-07-11,C0341,P006,R1,C2,1,2885.91,181.03,1000.0
